,Company,Ticker_1,Ticker_2,ESG score,ESG risk
5853,HYOSUNG Corp.,KRX,004800,27.6,Medium
5854,Hyosung Heavy Industries Corp.,KRX,298040,31.1,High
5855,Hyosung TNC Corp.,KRX,298020,20.6,Medium
5856,Hypera SA,BSP,HYPE3,33.4,High
5857,HYPO NOE Landesbank für Niederösterreich und Wien AG,-,,20.7,Medium
5858,Hypo Tirol Bank AG,-,,23.6,Medium
5859,Hypo Vorarlberg Bank AG,-,,25.9,Medium
5860,Hypoport SE,ETR,HYQ,26.0,Medium
5861,Hyprop Investments Ltd.,JSE,HYP,19.3,Low
5862,"Hysan Development Co., Ltd.",HKG,14,15.0,Low
5863,"Hyster-Yale, Inc.",NYS,HY,36.1,High
5864,Hytera Communications Corp. Ltd.,SHE,002583,31.2,High
5865,Hyundai Assan Otomotiv Sanayi ve Ticaret AS,-,,22.1,Medium
5866,Hyundai Autoever Corp.,KRX,307950,16.5,Low
5867,"HYUNDAI BIOSCIENCE Co., Ltd.",KRX,048410,33.4,High
5868,"Hyundai Capital Canada, Inc.",-,,22.1,Medium
5869,HYUNDAI Corp.,KRX,011760,30.7,High
5870,"Hyundai Department Store Co., Ltd.",KRX,069960,21.1,Medium
5871,"Hyundai Elevator Co., Ltd.",KRX,017800,19.5,Low
5872,"HYUNDAI ENGINEERING & CONSTRUCTION CO., LTD.",KRX,000720,25.8,Medium
5873,"HYUNDAI FEED, Inc.",KRX,016790,50.2,Severe
5874,"Hyundai G. F. Holdings Co., Ltd.",KRX,005440,21.2,Medium
5875,"Hyundai GLOVIS Co., Ltd.",KRX,086280,16.0,Low
5876,HYUNDAI HOME SHOPPING NETWORK Corp.,KRX,057050,23.9,Medium
5877,"HYUNDAI MARINE & FIRE INSURANCE Co., Ltd.",KRX,001450,26.5,Medium
5878,"Hyundai Mobis Co., Ltd.",KRX,012330,10.5,Low
5879,"Hyundai Motor Co., Ltd.",KRX,005380,24.8,Medium
5880,HYUNDAI ROTEM Co.,KRX,064350,20.9,Medium
5881,Hyundai Steel Co.,KRX,004020,32.7,High
5882,Hyundai WIA Corp.,KRX,011210,15.3,Low
5883,"HyUnion Holding Co., Ltd.",SHE,002537,27.0,Medium
5884,i-80 Gold Corp.,TSE,IAU,47.1,Severe
5885,"I-PEX, Inc.",-,,26.4,Medium
5886,"i-SENS, Inc.",KRX,099190,32.5,High
5887,I.A.R. Systems Group AB,OME,IAR.B,21.4,Medium
5888,I.D.I. Insurance Co. Ltd.,TAE,IDIN,29.1,Medium
5889,I'LL Inc.,TKS,3854,25.8,Medium
5890,"i3 Verticals, Inc.",NAS,IIIV,23.0,Medium
5891,"iA Financial Corp., Inc.",TSE,IAG,18.7,Low
5892,"IAC, Inc.",NAS,IAC,25.6,Medium
5893,IAMGOLD Corp.,TSE,IMG,23.1,Medium
5894,"IBASE Technology, Inc.",ROCO,8050,18.4,Low
5895,Ibercaja Banco SA,-,,23.2,Medium
5896,Iberdrola SA,MCE,IBE,22.6,Medium
5897,Iberpapel Gestión SA,MCE,IBG,23.5,Medium
5898,IBEX Ltd.,NAS,IBEX,22.2,Medium
5899,"IBF Financial Holdings Co., Ltd.",TAI,2889,29.4,Medium
5900,"IBIDEN Co., Ltd.",TKS,4062,18.9,Low
5901,Ibstock Plc,LON,IBST,22.9,Medium
5902,Icade SA,PAR,ICAD,7.6,Negligible
5903,Icahn Enterprises LP,NAS,IEP,56.3,Severe
5904,Iccrea Banca SpA,-,,8.2,Negligible
5905,Icelandair Group hf,ICE,ICEAIR,34.1,High
5906,"ICF International, Inc.",NAS,ICFI,20.8,Medium
5907,"ICHIA Technologies, Inc.",TAI,2402,19.7,Low
5908,"Ichibanya Co., Ltd.",TKS,7630,31.6,High
5909,Ichigo Office REIT Investment Corp.,TKS,8975,22.0,Medium
5910,"Ichigo, Inc.",TKS,2337,26.6,Medium
5911,Ichikoh Industries Ltd.,TKS,7244,23.2,Medium
5912,"Ichitan Group Public Co., Ltd.",BKK,ICHI,36.1,High
5913,"Ichiyoshi Securities Co., Ltd.",TKS,8624,29.7,Medium
5914,Ichor Holdings Ltd.,NAS,ICHR,17.1,Low
5915,ICICI Bank Ltd.,BOM,532174,18.9,Low
5916,ICICI Lombard General Insurance Co. Ltd.,BOM,540716,21.9,Medium
5917,ICICI Prudential Life Insurance Co. Ltd.,BOM,540133,18.6,Low
5918,ICICI Securities Ltd.,-,,29.7,Medium
5919,ICL Group Ltd.,NYS,ICL,23.0,Medium
5920,"Icom, Inc.",TKS,6820,23.6,Medium
5921,ICON plc,NAS,ICLR,15.6,Low
5922,"Icosavax, Inc.",-,,33.3,High
5923,"ICU Medical, Inc.",NAS,ICUI,18.7,Low
5924,ID Logistics Group,PAR,IDL,24.7,Medium
5925,"IDACORP, Inc.",NYS,IDA,32.7,High
5926,IDBI Bank Ltd.,BOM,500116,31.2,High
5927,Ideal Holdings SA,ATH,INTEK,12.5,Low
5928,"IDEAYA Biosciences, Inc.",NAS,IDYA,33.7,High
5929,IDEC Corp.,TKS,6652,24.0,Medium
5930,"Idemitsu Kosan Co., Ltd.",TKS,5019,41.0,Severe
5931,IDEX Corp.,NYS,IEX,30.6,High
5932,"IDEXX Laboratories, Inc.",NAS,IDXX,16.3,Low
5933,IDFC First Bank Ltd.,BOM,539437,20.1,Medium
5934,IDFC Ltd.,-,,27.5,Medium
5935,"IDOM, Inc.",TKS,7599,17.9,Low
5936,Idorsia Ltd.,SWX,IDIA,23.6,Medium
5937,IDP Education Ltd.,ASX,IEL,14.4,Low
5938,iDreamSky Technology Holdings Ltd.,HKG,1119,29.6,Medium
5939,IDT Corp.,NYS,IDT,32.1,High
5940,IEI Integration Corp.,TAI,3022,21.3,Medium
5941,"IEIT Systems Co., Ltd.",SHE,000977,17.2,Low
5942,"IES Holdings, Inc.",NAS,IESC,43.7,Severe
5943,iFAST Corp. Ltd.,SES,AIY,22.2,Medium
5944,IFCI Ltd.,BOM,500106,23.1,Medium
5945,IFCO Management GmbH,-,,10.6,Low
5946,"Iflytek Co., Ltd.",SHE,002230,23.1,Medium
5947,IG Group Holdings plc,LON,IGG,21.8,Medium
5948,IGB Real Estate Investment Trust,KLS,5227,15.7,Low
5949,IGD SIIQ SpA,MIL,IGD,16.1,Low
5950,"IGG, Inc.",HKG,799,16.8,Low
5951,"IGM Biosciences, Inc.",NAS,IGMS,40.8,Severe
5952,"IGM Financial, Inc.",TSE,IGM,16.6,Low
5953,Ignitis grupe AB,LIT,IGN1L,21.8,Medium
5954,IGO Ltd.,ASX,IGO,28.1,Medium
5955,Iguatemi SA,BSP,IGTI3,23.1,Medium
5956,"iHeartMedia, Inc.",NAS,IHRT,13.1,Low
5957,IHH Healthcare Bhd.,KLS,5225,29.6,Medium
5958,IHI Corp.,TKS,7013,29.1,Medium
5959,IHS Holding Ltd.,NYS,IHS,17.4,Low
5960,"Iida Group Holdings Co., Ltd.",TKS,3291,25.9,Medium
5961,IIFL Finance Ltd.,BOM,532636,25.9,Medium
5962,"Iino Kaiun Kaisha, Ltd.",TKS,9119,20.7,Medium
5963,IJM Corp. Bhd.,KLS,3336,30.8,High
5964,"IKD Co., Ltd.",SHG,600933,22.6,Medium
5965,"Ikena Oncology, Inc.",NAS,IKNA,32.4,High
5966,"Ildong Pharmaceutical Co., Ltd.",KRX,249420,37.8,High
5967,Île-de-France Mobilités,-,,21.5,Medium
5968,"ILJIN Holdings Co., Ltd.",KRX,015860,42.9,Severe
5969,"Iljin Hysolus Co., Ltd.",KRX,271940,20.1,Medium
5970,"ILJIN POWER Co., Ltd.",KRX,094820,35.1,High
5971,illimity Bank SpA,MIL,ILTY,17.4,Low
5972,Illinois Tool Works Inc.,NYS,ITW,26.3,Medium
5973,"Illumina, Inc.",NAS,ILMN,18.4,Low
5974,Iluka Resources Ltd.,ASX,ILU,30.1,High
5975,"IlYang Pharmaceutical Co., Ltd.",KRX,007570,38.6,High
5976,Image Systems AB,OME,IS,18.8,Low
5977,"iMarketKorea, Inc.",KRX,122900,29.0,Medium
5978,Imas Makina Sanayi AS,IST,IMASM.E,34.0,High
5979,"IMAX China Holding, Inc.",HKG,1970,14.6,Low
5980,IMAX Corp.,NYS,IMAX,18.3,Low
5981,IMCD NV,AMS,IMCD,12.6,Low
5982,Imdex Ltd.,ASX,IMD,12.5,Low
5983,"Imeik Technology Development Co., Ltd.",SHE,300896,15.5,Low
5984,Imerys SA,PAR,NK,29.2,Medium
5985,IMI Plc,LON,IMI,23.4,Medium
5986,Immersion Corp.,NAS,IMMR,23.4,Medium
5987,IMMOFINANZ AG,WBO,CPI,13.9,Low
5988,Immuneering Corp.,NAS,IMRX,24.1,Medium
5989,"ImmunityBio, Inc.",NAS,IBRX,38.5,High
5990,"ImmunoGen, Inc.",-,,27.0,Medium
5991,"Immunovant, Inc.",NAS,IMVT,39.2,High
5992,Immunovia AB,OME,IMMNOV,32.2,High
5993,Impala Platinum Holdings Ltd.,JSE,IMP,20.3,Medium
5994,Impax Asset Management Group Plc,LON,IPX,18.3,Low
5995,Imperial Brands Plc,LON,IMB,29.0,Medium
5996,"Imperial Hotel, Ltd.",TKS,9708,32.0,High
5997,Imperial Oil Ltd.,TSE,IMO,44.3,Severe
5998,"Impinj, Inc.",NAS,PI,33.7,High
5999,Implenia AG,SWX,IMPN,26.7,Medium
6000,Imugene Ltd.,ASX,IMU,34.5,High
6001,In'li SA,-,,9.9,Negligible
6002,"Inaba Denkisangyo Co., Ltd.",TKS,9934,13.2,Low
6003,"INABA SEISAKUSHO Co., Ltd.",TKS,3421,13.3,Low
6004,"Inabata & Co., Ltd.",TKS,8098,19.8,Low
6005,"Inageya Co., Ltd.",-,,26.9,Medium
6006,Inari Amertron Bhd.,KLS,0166,23.9,Medium
6007,"Inari Medical, Inc.",-,,31.0,High
6008,"InBody Co., Ltd.",KRX,041830,30.7,High
6009,Inchcape Plc,LON,INCH,10.0,Low
6010,Incitec Pivot Ltd.,ASX,DNL,24.8,Medium
6011,Incyte Corp.,NAS,INCY,23.6,Medium
6012,"Independence Realty Trust, Inc.",NYS,IRT,16.3,Low
6013,Independent Bank Corp. (Massachusetts),NAS,INDB,26.6,Medium
6014,Independent Bank Corp. (Michigan),NAS,IBCP,27.1,Medium
6015,"Independent Bank Group, Inc.",-,,38.2,High
6016,India Cements Ltd.,BOM,530005,39.8,High
6017,India Clean Energy Holdings,-,,18.3,Low
6018,IndiaMART InterMESH Ltd.,BOM,542726,19.1,Low
6019,Indian Bank,BOM,532814,37.4,High
6020,Indian Energy Exchange Ltd.,BOM,540750,18.8,Low
6021,Indian Hotels Co. Ltd.,BOM,500850,26.4,Medium
6022,Indian Oil Corp. Ltd.,BOM,530965,38.8,High
6023,Indian Railway Catering & Tourism Corp. Ltd.,BOM,542830,26.7,Medium
6024,Indian Railway Finance Corp. Ltd.,BOM,543257,29.4,Medium
6025,Indian Renewable Energy Development Agency Ltd.,BOM,544026,25.5,Medium
6026,Indiana Michigan Power Co.,-,,34.6,High
6027,"indie Semiconductor, Inc.",NAS,INDI,35.6,High
6028,Indigo Group SA,-,,12.8,Low
6029,Indigo Paints Ltd.,BOM,543258,26.7,Medium
6030,Indivior PLC,NAS,INDV,37.5,High
6031,Indo Count Industries Ltd.,BOM,521016,18.2,Low
6032,Indoco Remedies Ltd.,BOM,532612,36.6,High
6033,Indorama Ventures Public Co. Ltd.,BKK,IVL,20.9,Medium
6034,Indra Sistemas SA,MCE,IDR,11.8,Low
6035,Indraprastha Gas Ltd.,BOM,532514,35.4,High
6036,INDUS Holding AG,ETR,INH,41.2,Severe
6037,Indus Towers Ltd.,BOM,534816,21.1,Medium
6038,IndusInd Bank Ltd.,BOM,532187,30.5,High
6039,Industria de Diseño Textil SA,MCE,ITX,11.6,Low
6040,Industrial & Commercial Bank of China Ltd.,HKG,1398,29.1,Medium
6041,Industrial & Infrastructure Fund Investment Corp.,TKS,3249,13.7,Low
6042,"Industrial Bank Co., Ltd.",SHG,601166,21.5,Medium
6043,Industrial Bank of Korea,KRX,024110,20.3,Medium
6044,Industrias CH SA de CV,MEX,ICHB,51.9,Severe
6045,Industrias Peñoles SAB de CV,MEX,PE&OLES,39.8,High
6046,Industrie De Nora SpA,MIL,DNR,22.2,Medium
6047,Industries of Qatar Co.,DSMD,IQCD,39.2,High
6048,Industrivärden AB,OME,INDU.A,13.9,Low
6049,Indutrade AB,OME,INDT,19.3,Low
6050,INEOS Group Holdings SA,-,,17.2,Low
6051,Ineos Quattro Holdings Ltd.,-,,17.1,Low
6052,INES Corp.,TKS,9742,22.0,Medium
6053,"INESA Intelligent Tech, Inc.",SHG,600602,31.8,High
6054,Infant Bacterial Therapeutics AB,OME,IBT.B,33.3,High
6055,Infibeam Avenues Ltd.,BOM,539807,26.6,Medium
6056,Inficon Holding AG,SWX,IFCN,15.7,Low
6057,Infineon Technologies AG,ETR,IFX,19.0,Low
6058,Infinera Corp.,-,,17.3,Low
6059,Info Edge India Ltd.,BOM,532777,18.9,Low
6060,Infocom Corp.,-,,20.3,Medium
6061,Infomart Corp.,TKS,2492,27.5,Medium
6062,Infomedia Ltd.,ASX,IFM,18.2,Low
6063,"Infore Environment Technology Group Co., Ltd.",SHE,000967,36.4,High
6064,Informa Plc,LON,INF,9.3,Negligible
6065,"Informatica, Inc. (California)",NYS,INFA,17.5,Low
6066,"Information Services Group, Inc.",NAS,III,26.5,Medium
6067,"Infortrend Technology, Inc.",TAI,2495,23.2,Medium
6068,Infosys Ltd.,BOM,500209,14.2,Low
6069,"InfoVision Optoelectronics (Kunshan) Co., Ltd.",SHG,688055,23.0,Medium
6070,Infrastrutture Wireless Italiane SpA,MIL,INW,16.3,Low
6071,Infratil Ltd.,NZE,IFT,8.5,Negligible
6072,Infrea AB,OME,INFREA,49.1,Severe
6073,"INFRONEER Holdings, Inc.",TKS,5076,47.2,Severe
6074,"InfuSystem Holdings, Inc.",ASE,INFU,22.2,Medium
6075,ING Bank (Australia) Ltd.,-,,25.8,Medium
6076,ING Bank Slaski SA,WAR,ING,13.9,Low
6077,ING Groep NV,AMS,INGA,14.5,Low
6078,ING-DiBa AG,-,,24.7,Medium
6079,Ingenia Communities Group,ASX,INA,13.1,Low
6080,"Ingenic Semiconductor Co., Ltd.",SHE,300223,25.3,Medium
6081,"Ingersoll Rand, Inc.",NYS,IR,19.0,Low
6082,Ingersoll-Rand (India) Ltd.,BOM,500210,23.4,Medium
6083,Ingevity Corp.,NYS,NGVT,31.3,High
6084,Inghams Group Ltd.,ASX,ING,26.3,Medium
6085,"Ingles Markets, Inc.",NAS,IMKTA,31.5,High
6086,"Ingredion, Inc.",NYS,INGR,28.7,Medium
6087,"Inhibrx, Inc.",-,,27.9,Medium
6088,"INKON Life Technology Co., Ltd.",SHE,300143,34.1,High
6089,Inmobiliaria Colonial SOCIMI SA,MCE,COL,5.7,Negligible
6090,InMode Ltd.,NAS,INMD,30.6,High
6091,"Inmyshow Digital Technology (Group) Co., Ltd.",SHG,600556,21.9,Medium
6092,Inner Mongolia Baotou Steel Union Co. Ltd.,SHG,600010,66.4,Severe
6093,Inner Mongolia Dian Tou Energy Corp. Ltd.,SHE,002128,51.0,Severe
6094,"Inner Mongolia ERDOS Resources Co., Ltd.",SHG,600295,48.6,Severe
6095,"Inner Mongolia Junzheng Energy & Chemical Group Co., Ltd.",SHG,601216,35.0,High
6096,Inner Mongolia Mengdian Huaneng Thermal Power Corp. Ltd.,SHG,600863,52.9,Severe
6097,"Inner Mongolia Ojing Science & Technology Co., Ltd.",SHE,001269,40.9,Severe
6098,"Inner Mongolia Xingye Silver & Tin Mining Co., Ltd.",SHE,000426,55.8,Severe
6099,"Inner Mongolia Yili Industrial Group Co., Ltd.",SHG,600887,31.2,High
6100,"Inner Mongolia Yitai Coal Co., Ltd.",SHG,900948,54.6,Severe
6101,"Inner Mongolia Yuan Xing Energy Co., Ltd.",SHE,000683,37.5,High
6102,"Innergex Renewable Energy, Inc.",TSE,INE,16.2,Low
6103,INNIO Group Holding GmbH,-,,17.7,Low
6104,InnoCare Pharma Ltd.,HKG,9969,30.4,High
6105,"Innocean Worldwide, Inc.",KRX,214320,15.6,Low
6106,"Innodata, Inc.",NAS,INOD,23.8,Medium
6107,Innodisk Corp.,ROCO,5289,16.6,Low
6108,Innolux Corp.,TAI,3481,18.9,Low
6109,"Innospec, Inc.",NAS,IOSP,24.6,Medium
6110,InnovAge Holding Corp.,NAS,INNV,26.6,Medium
6111,INNOVATE Corp.,NYS,VATE,48.0,Severe
6112,"Innovation New Material Technology Co., Ltd.",SHG,600361,29.0,Medium
6113,"Innovative Industrial Properties, Inc.",NYS,IIPR,18.6,Low
6114,"Innovent Biologics, Inc.",HKG,1801,29.3,Medium
6115,"Innoviva, Inc.",NAS,INVA,30.2,High
6116,"INNOX Advanced Materials Co., Ltd.",KRX,272290,22.3,Medium
6117,"Innuovo Technology Co., Ltd.",SHE,000795,56.8,Severe
6118,"Inogen, Inc.",NAS,INGN,22.4,Medium
6119,INOX India Ltd.,BOM,544046,35.9,High
6120,Inox Wind Ltd.,BOM,539083,33.3,High
6121,"Inozyme Pharma, Inc.",NAS,INZY,33.1,High
6122,INPEX Corp.,TKS,1605,33.6,High
6123,InPost SA,AMS,INPST,16.1,Low
6124,InRetail Perú Corp.,LIM,INRETC1,21.6,Medium
6125,"Inscobee, Inc.",KRX,006490,39.8,High
6126,"Insight Enterprises, Inc.",NAS,NSIT,11.1,Low
6127,Insignia Financial Ltd.,ASX,IFL,30.6,High
6128,"Insmed, Inc.",NAS,INSM,32.4,High
6129,"insource Co., Ltd.",TKS,6200,16.3,Low
6130,"Insperity, Inc.",NYS,NSP,15.9,Low
6131,"Inspire Medical Systems, Inc.",NYS,INSP,33.5,High
6132,"Inspired Entertainment, Inc.",NAS,INSE,27.1,Medium
6133,Instalco AB,OME,INSTAL,16.2,Low
6134,"Installed Building Products, Inc.",NYS,IBP,20.3,Medium
6135,"Insteel Industries, Inc.",NYS,IIIN,28.6,Medium
6136,Instituto de Crédito Oficial,-,,8.5,Negligible
6137,Instone Real Estate Group SE,ETR,INS,11.4,Low
6138,"Instructure Holdings, Inc.",-,,25.3,Medium
6139,Insulet Corp.,NAS,PODD,21.4,Medium
6140,"INSUN Environmental New Technology Co., Ltd.",KRX,060150,27.2,Medium
6141,Insurance Australia Group Ltd.,ASX,IAG,21.6,Medium
6142,Intact Financial Corp.,TSE,IFC,19.5,Low
6143,"INTAGE HOLDINGS, Inc.",TKS,4326,19.3,Low
6144,"Intapp, Inc.",NAS,INTA,23.4,Medium
6145,"Intco Medical Technology Co., Ltd.",SHE,300677,17.8,Low
6146,Integer Holdings Corp.,NYS,ITGR,28.2,Medium
6147,Integra LifeSciences Holdings Corp.,NAS,IART,22.8,Medium
6148,Integrafin Holdings Plc,LON,IHP,20.6,Medium
6149,Integral Ad Science Holding Corp.,NAS,IAS,26.4,Medium
6150,Integral Diagnostics Ltd.,ASX,IDX,18.7,Low
6151,"Integrated Design & Engineering Holdings Co., Ltd.",TKS,9161,32.3,High
6152,Integrated Holding Co. KCSC,KUW,INTEGRATED,28.8,Medium
6153,Integrated Team Solutions PCH Partnership,-,,34.9,High
6154,Intel Corp.,NAS,INTC,19.2,Low
6155,Intelbras SA Indústria de Telecomunicação Eletrônica Brasileir,BSP,INTB3,23.5,Medium
6156,Intellect Design Arena Ltd.,BOM,538835,18.8,Low
6157,"Intellia Therapeutics, Inc.",NAS,NTLA,26.9,Medium
6158,"Intellian Technologies, Inc.",KRX,189300,30.8,High
6159,Inter Cars SA,WAR,CAR,11.5,Low
6160,Inter-American Development Bank,-,,7.2,Negligible
6161,Inter-American Investment Corp.,-,,8.6,Negligible
6162,"Interactive Brokers Group, Inc.",NAS,IBKR,26.9,Medium
6163,"Intercept Pharmaceuticals, Inc.",-,,27.2,Medium
6164,Interchile SA,-,,31.2,High
6165,Interconexion Eléctrica SA ESP,BOG,ISA,18.8,Low
6166,"Intercontinental Exchange, Inc.",NYS,ICE,18.9,Low
6167,InterContinental Hotels Group Plc,LON,IHG,17.9,Low
6168,"Intercorp Financial Services, Inc.",LIM,IFS,30.6,High
6169,Intercorp Peru Ltd.,-,,20.6,Medium
6170,Intercos SpA,MIL,ICOS,26.9,Medium
6171,"InterDigital, Inc.",NAS,IDCC,13.3,Low
6172,"Interface, Inc.",NAS,TILE,18.9,Low
6173,INTERFLEX Co. Ltd.,KRX,051370,27.6,Medium
6174,Interfor Corp.,TSE,IFP,19.7,Low
6175,InterGlobe Aviation Ltd.,BOM,539448,27.1,Medium
6176,Intermediate Capital Group Plc,LON,ICG,13.0,Low
6177,International Bancshares Corp.,NAS,IBOC,27.9,Medium
6178,International Bank for Reconstruction & Development,-,,9.8,Negligible
6179,International Business Machines Corp.,NYS,IBM,13.3,Low
6180,International Consolidated Airlines Group SA,LON,IAG,24.6,Medium
6181,"International Container Terminal Services, Inc.",PHS,ICT,16.0,Low
6182,International CSRC Investment Holdings Co. Ltd.,TAI,2104,33.5,High
6183,International Distribution Services Plc,LON,IDS,15.6,Low
6184,International Finance Corp.,-,,7.8,Negligible
6185,International Finance Facility for Immunisation Co.,-,,20.0,Low
6186,"International Flavors & Fragrances, Inc.",NYS,IFF,23.1,Medium
6187,International Game Technology PLC,NYS,IGT,16.2,Low
6188,"International Games System Co., Ltd.",ROCO,3293,14.1,Low
6189,International Holding Co. PJSC,ADS,IHC,39.0,High
6190,"International Money Express, Inc.",NAS,IMXI,33.6,High
6191,International Paper Co.,NYS,IP,22.2,Medium
6192,International Personal Finance Plc,LON,IPF,17.5,Low
6193,International Petroleum Corp.,TSE,IPCO,40.3,Severe
6194,International Public Partnerships Limited,LON,INPP,30.0,Medium
6195,"International Seaways, Inc.",NYS,INSW,37.7,High
6196,International Workplace Group Plc,LON,IWG,8.6,Negligible
6197,"Internet Initiative Japan, Inc.",TKS,3774,22.8,Medium
6198,Interparfums,PAR,ITP,25.0,Medium
6199,"Interparfums, Inc.",NAS,IPAR,33.9,High
6200,Interpipe Holdings Plc,-,,48.1,Severe
6201,"Interpublic Group of Cos., Inc.",NYS,IPG,8.7,Negligible
6202,Interpump Group SpA,MIL,IP,27.6,Medium
6203,InterRent Real Estate Investment Trust,TSE,IIP.UT,16.5,Low
6204,Interroll Holding AG,SWX,INRN,18.9,Low
6205,Intershop Holding AG,SWX,ISN,12.3,Low
6206,Interstate Power & Light Co.,-,,38.5,High
6207,Intertek Group Plc,LON,ITRK,15.9,Low
6208,Intervest Offices & Warehouses SA,-,,10.6,Low
6209,Intesa Sanpaolo SpA,MIL,ISP,9.1,Negligible
6210,inTEST Corp.,ASE,INTT,19.7,Low
6211,"Intevac, Inc.",-,,19.8,Low
6212,"Intops Co., Ltd.",KRX,049070,29.8,Medium
6213,Intouch Holdings Public Co. Ltd.,BKK,INTUCH,27.0,Medium
6214,"Intra-Cellular Therapies, Inc.",NAS,ITCI,33.9,High
6215,INTRALOT SA,ATH,INLOT,26.0,Medium
6216,"Intrepid Potash, Inc.",NYS,IPI,38.6,High
6217,"iNtRON Biotechnology, Inc.",KRX,048530,28.6,Medium
6218,Intron Technology Holdings Ltd.,HKG,1760,30.6,High
6219,Intrum AB,OME,INTRUM,14.3,Low
6220,"Intuit, Inc.",NAS,INTU,13.4,Low
6221,"Intuitive Surgical, Inc.",NAS,ISRG,17.9,Low
6222,"Inui Global Logistics Co., Ltd.",TKS,9308,22.9,Medium
6223,Inventec Corp.,TAI,2356,17.2,Low
6224,InvenTrust Properties Corp.,NYS,IVT,13.3,Low
6225,Inversiones Aguas Metropolitanas SA,SGO,IAM,32.0,High
6226,Inversiones Atlantida SA,-,,36.2,High
6227,Inversiones La Construccion SA,SGO,ILC,14.9,Low
6228,Invesco Ltd.,NYS,IVZ,21.6,Medium
6229,"Invesco Mortgage Capital, Inc.",NYS,IVR,17.5,Low
6230,InvestCo Holding AS,IST,INVES.E,39.6,High
6231,Investec Plc,LON,INVP,14.4,Low
6232,Investis Holding SA,SWX,IREN,26.0,Medium
6233,Investitionsbank Berlin,-,,14.2,Low
6234,Investitionsbank des Landes Brandenburg,-,,35.2,High
6235,Investitionsbank Schleswig-Holstein,-,,17.2,Low
6236,Investment AB Öresund,OME,ORES,14.5,Low
6237,Investment Energy Resources Ltd.,-,,28.3,Medium
6238,Investor AB,OME,INVE.B,11.9,Low
6239,Investore Property Ltd.,NZE,IPL,16.5,Low
6240,Investors Title Co.,NAS,ITIC,33.1,High
6241,Invincible Investment Corp.,TKS,8963,15.5,Low
6242,INVISIO AB,OME,IVSO,20.2,Medium
6243,Invitae Corp.,-,,28.0,Medium
6244,"Invitation Homes, Inc.",NYS,INVH,16.0,Low
6245,Inwido AB,OME,INWI,23.7,Medium
6246,Iochpe-Maxion SA,BSP,MYPK3,22.8,Medium
6247,IOI Corp. Bhd.,KLS,1961,21.6,Medium
